"","station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed","TS","GR","RA","DZ","SN","SG","GS","PL","FG+","FG","BR","UP","HZ","FU","DU","SS","SQ","FZ","MI","PR","BC","BL","VC","year","quarter","weekday","daytime"
"111",17,2012-01-06,"69","34","52","M","34","43","13"," 0","-","-","0.0","0.00","29.23","29.92"," 3.4","19","7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Friday",NA
"112",18,2012-01-06,"73","48","61","16","46","53","4"," 0","451","1056","0.0","0.00","29.39","29.93"," 8.6","19","9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Friday",605
"113",19,2012-01-06,"51","38","45","24","29","38","20"," 0","443","992","0.0","0.00","28.95","29.71"," 7.2","27","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Friday",549
"114",20,2012-01-06,"74","50","62","M","47","54","3"," 0","-","-","0.0","0.00","29.19","29.93"," 7.0","19","8.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Friday",NA
"115",1,2012-01-07,"57","28","43","M","28","36","22"," 0","-","-","M","0.00","29.57","29.76"," 3.0","26","3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"116",2,2012-01-07,"56","37","47","23","29","38","18"," 0","436","991","0.0","0.00","28.63","29.75"," 8.9","26","9.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",555
"117",3,2012-01-07,"58","36","47","11","26","39","18"," 0","455","1045","0.0","0.00","29.36","30.06"," 8.2","01","8.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",590
"118",4,2012-01-07,"69","49","59"," 8","44","M","6"," 0","449","1066","0.0","0.00","M","M"," 1.0","30","2.3",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",617
"119",6,2012-01-07,"70","46","58"," 9","45","51","7"," 0","448","1066","0.0","0.00","29.47","30.00"," 1.6","33","3.4",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",618
"120",7,2012-01-07,"58","33","46","M","25","37","19"," 0","-","-","0.0","0.00","28.69","30.06"," 9.8","02","10.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"121",8,2012-01-07,"68","54","M","M","51","54","M","M","-","-","M","0.00","29.63","M"," 0.4","31","1.7",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"122",9,2012-01-07,"38","22","30","M","21","26","35"," 0","-","-","M","0.00","29.36","30.11"," 5.3","30","7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"123",10,2012-01-07,"71","49","60","M","51","54","5"," 0","444","1062","M","0.01","30.11","30.15"," 1.9","20","3.0",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",618
"124",11,2012-01-07,"73","42","58"," 5","48","51","7"," 0","445","1062","0.0","  T","30.10","30.15"," 2.0","27","2.3",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",617
"125",12,2012-01-07,"71","43","57","M","51","54","8"," 0","-","-","0.0","0.01","30.09","30.15"," 1.9","25","2.4",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"126",13,2012-01-07,"39","22","31","M","23","27","34"," 0","-","-","M","0.16","24.19","30.07"," 4.6","33","5.9",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"2012","Q1","Saturday",NA
"127",14,2012-01-07,"59","38","49","13","24","38","16"," 0","460","1054","0.0","0.00","28.66","30.05","11.0","03","11.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",594
"128",15,2012-01-07,"44","22","33","13","25","29","32"," 0","438","987","0.0","0.00","29.35","29.75"," 0.6","29","0.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",549
"129",16,2012-01-07,"58","25","42","M","29","36","23"," 0","-","-","M","0.00","29.60","29.73"," 2.8","29","3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"130",17,2012-01-07,"60","40","50","M","25","39","15"," 0","-","-","0.0","0.00","29.41","30.08"," 9.2","02","9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"131",18,2012-01-07,"61","44","53"," 8","41","47","12"," 0","451","1057","0.0","0.00","29.47","29.98"," 4.3","31","6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",606
"132",19,2012-01-07,"41","29","35","14","23","31","30"," 0","442","993","0.0","0.00","29.32","30.03"," 7.4","30","7.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",551
"133",20,2012-01-07,"61","45","53","M","41","47","12"," 0","-","-","0.0","0.00","29.27","29.97"," 5.9","29","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Saturday",NA
"134",1,2012-01-08,"45","27","36","M","22","32","29"," 0","-","-","M","0.00","29.90","30.11"," 5.1","30","6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"135",2,2012-01-08,"39","25","32"," 8","20","29","33"," 0","436","993","0.0","0.00","28.95","30.11","10.8","29","11.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",557
"136",3,2012-01-08,"53","33","43"," 7","28","38","22"," 0","455","1046","0.0","0.00","29.45","30.16"," 8.3","36","8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",591
"137",4,2012-01-08,"60","47","54"," 3","48","M","11"," 0","449","1067","0.0","0.05","29.31","M"," 2.4","03","3.6",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",618
"138",6,2012-01-08,"61","42","52"," 3","49","52","13"," 0","448","1067","0.0","0.01","29.47","30.00"," 7.7","02","8.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",619
"139",7,2012-01-08,"51","39","45","M","26","37","20"," 0","-","-","0.0","0.00","28.78","30.16","10.6","01","10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"140",8,2012-01-08,"72","52","M","M","55","58","M","M","-","-","M","0.03","29.64","M"," 1.1","36","1.2",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"141",9,2012-01-08,"41","19","30","M","23","27","35"," 0","-","-","M","0.00","29.42","30.22"," 1.1","19","1.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"142",10,2012-01-08,"75","49","62","M","51","55","3"," 0","444","1063","M","0.00","30.17","30.21"," 3.0","14","3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",619
"143",11,2012-01-08,"75","42","59"," 6","49","53","6"," 0","445","1062","0.0","0.00","30.17","30.21"," 2.0","15","2.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",617
"144",12,2012-01-08,"74","45","60","M","51","54","5"," 0","-","-","0.0","0.00","30.16","30.22"," 1.1","14","1.5",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"145",13,2012-01-08,"33","11","22","M","15","20","43"," 0","-","-","M","0.00","24.32","30.29"," 3.8","18","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"146",14,2012-01-08,"51","42","47","11","26","38","18"," 0","460","1055","0.0","0.00","28.76","30.14","10.5","02","10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",595
"147",15,2012-01-08,"41","21","31","11","20","27","34"," 0","437","988","0.0","0.00","29.67","30.11"," 7.4","31","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",551
"148",16,2012-01-08,"43","27","35","M","22","32","30"," 0","-","-","M","0.00","29.93","30.08"," 6.0","30","6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"149",17,2012-01-08,"53","38","46","M","27","38","19"," 0","-","-","0.0","0.00","29.50","30.18"," 7.2","01","7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",NA
"150",18,2012-01-08,"58","40","49"," 4","45","48","16"," 0","451","1058","0.0","0.02","29.56","30.07"," 3.8","02","4.1",1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",607
"151",19,2012-01-08,"41","19","30"," 9","21","28","35"," 0","442","995","0.0","0.00","29.53","30.29"," 4.4","23","4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Sunday",553
"152",20,2012-01-08,"59","39","49","M","44","47","16"," 0","-","-","0.0","0.13","29.34","30.06"," 4.7","01","5.8",1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"2012","Q1","Sunday",NA
"153",1,2012-01-09,"39","23","31","M","12","25","34"," 0","-","-","M","0.00","30.06","30.20"," 2.3","23","4.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"154",2,2012-01-09,"38","21","30"," 6","12","M","35"," 0","436","994","0.0","0.00","29.05","M"," 6.9","25","7.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",558
"155",3,2012-01-09,"54","26","40"," 4","27","35","25"," 0","455","1047","0.0","0.00","29.46","30.20"," 6.6","35","7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",592
"156",4,2012-01-09,"57","42","50","-1","47","48","15"," 0","449","1068","0.0","0.87","29.33","30.02"," 6.6","34","8.2",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",619
"157",6,2012-01-09,"58","43","51"," 2","48","49","14"," 0","448","1068","0.0","0.62","29.48","30.00","11.2","35","12.5",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",620
"158",7,2012-01-09,"52","27","40","M","26","34","25"," 0","-","-","0.0","0.00","28.79","30.21"," 8.6","36","8.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"159",8,2012-01-09,"68","48","M","M","50","52","M","M","-","-","M","0.62","29.60","M"," 8.4","34","9.4",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q1","Monday",NA
"160",9,2012-01-09,"49","27","38","M","25","33","27"," 0","-","-","M","0.00","29.17","29.96"," 6.8","25","7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"161",10,2012-01-09,"75","52","64","M","54","58","1"," 0","444","1064","M","0.00","30.14","30.17"," 2.2","16","2.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",620
"162",11,2012-01-09,"76","46","61"," 8","51","54","4"," 0","445","1063","0.0","0.00","30.14","30.17"," 1.6","25","1.8",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",618
"163",12,2012-01-09,"75","49","62","M","53","56","3"," 0","-","-","0.0","0.00","30.13","30.17"," 2.1","22","2.3",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"164",13,2012-01-09,"47","17","32","M","19","27","33"," 0","-","-","M","0.00","24.37","30.31"," 3.4","18","3.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"165",14,2012-01-09,"51","32","42"," 6","26","35","23"," 0","460","1055","0.0","0.00","28.77","30.19","10.5","36","10.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",595
"166",15,2012-01-09,"35","15","25"," 5","13","21","40"," 0","437","989","0.0","0.00","29.81","30.18"," 1.0","16","2.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",552
"167",16,2012-01-09,"38","21","30","M","14","25","35"," 0","-","-","M","0.00","30.09","30.18"," 2.7","25","5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"168",17,2012-01-09,"55","32","44","M","26","36","21"," 0","-","-","0.0","0.00","29.52","30.22"," 4.6","01","5.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",NA
"169",18,2012-01-09,"51","44","48"," 3","43","45","17"," 0","451","1058","0.0","1.32","29.54","30.08"," 8.0","36","9.0",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",607
"170",19,2012-01-09,"46","27","37","16","26","32","28"," 0","442","996","0.0","0.00","29.23","30.03","11.7","24","12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Monday",554
"171",20,2012-01-09,"50","44","47","M","43","45","18"," 0","-","-","0.0","1.58","29.33","30.07"," 9.5","36","10.9",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"2012","Q1","Monday",NA
"172",1,2012-01-10,"47","29","38","M","24","32","27"," 0","-","-","M","  T","29.69","29.86"," 5.4","25","6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"173",2,2012-01-10,"41","25","33"," 9","24","30","32"," 0","436","995","  T","  T","28.74","29.86"," 9.6","26","10.0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",559
"174",3,2012-01-10,"51","30","41"," 5","29","37","24"," 0","455","1047","0.0","0.00","29.16","29.94"," 3.0","34","4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",592
"175",4,2012-01-10,"58","41","50","-1","37","43","15"," 0","449","1069","0.0","0.00","29.24","29.97"," 5.5","30","7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",620
"176",6,2012-01-10,"60","35","48","-1","37","43","17"," 0","448","1069","0.0","  T","29.41","29.97"," 7.8","31","8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",621
"177",7,2012-01-10,"55","32","44","M","28","36","21"," 0","-","-","0.0","  T","28.51","29.95"," 5.0","36","6.5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"178",8,2012-01-10,"59","41","M","M","38","44","M","M","-","-","M","0.00","29.60","M"," 7.4","30","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"179",9,2012-01-10,"54","24","39","M","29","34","26"," 0","-","-","M","0.00","29.00","29.82"," 2.5","17","3.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"180",10,2012-01-10,"74","56","65","M","56","60","0"," 0","444","1064","M","0.00","30.03","30.05"," 3.6","17","4.1",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",620
"181",11,2012-01-10,"76","47","62"," 9","54","57","3"," 0","445","1064","0.0","0.00","30.02","30.05"," 3.7","17","4.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",619
"182",12,2012-01-10,"75","48","62","M","55","58","3"," 0","-","-","0.0","0.00","30.02","30.05"," 3.4","19","3.8",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"183",13,2012-01-10,"56","28","42","M","24","33","23"," 0","-","-","M","0.00","24.13","29.96"," 4.1","16","4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"184",14,2012-01-10,"54","30","42"," 6","28","37","23"," 0","460","1056","0.0","  T","28.50","29.93"," 6.6","36","8.0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",596
"185",15,2012-01-10,"43","23","33","13","21","29","32"," 0","437","990","0.0","0.00","29.44","29.84"," 2.8","27","6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",553
"186",16,2012-01-10,"47","28","38","M","25","32","27"," 0","-","-","M","0.01","29.72","29.84"," 5.2","26","6.3",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"187",17,2012-01-10,"52","35","44","M","28","37","21"," 0","-","-","0.0","0.00","29.22","29.95"," 2.2","01","2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"188",18,2012-01-10,"46","42","44","-1","41","43","21"," 0","451","1059","0.0","0.49","29.34","29.89"," 8.0","31","8.9",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",608
"189",19,2012-01-10,"50","25","38","17","28","34","27"," 0","442","997","0.0","0.00","29.14","29.93"," 4.5","21","4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",555
"190",20,2012-01-10,"47","42","45","M","41","43","20"," 0","-","-","0.0","0.30","29.13","29.88","11.3","31","11.7",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Tuesday",NA
"191",1,2012-01-11,"39","24","32","M","21","29","33"," 0","-","-","M","0.00","29.91","30.10"," 3.4","07","4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"192",2,2012-01-11,"38","28","33"," 9","22","28","32"," 0","435","996","0.0","0.00","28.92","30.06"," 1.5","09","4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",561
"193",3,2012-01-11,"61","29","45"," 9","30","36","20"," 0","455","1048","0.5","0.02","29.08","29.79"," 9.5","32","12.1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",593
"194",4,2012-01-11,"77","38","58"," 7","36","M","7"," 0","449","1069","0.0","0.00","29.10","M"," 3.7","29","6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",620
"195",6,2012-01-11,"76","29","53"," 4","36","45","12"," 0","448","1069","0.0","0.00","29.28","29.81"," 5.8","24","9.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",621
"196",7,2012-01-11,"53","28","41","M","27","34","24"," 0","-","-","  T","  T","28.47","29.84","12.5","34","15.8",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"197",8,2012-01-11,"72","41","M","M","36","47","M","M","-","-","M","0.00","29.45","M"," 6.4","25","8.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"198",9,2012-01-11,"38","14","26","M","22","25","39"," 0","-","-","M","  T","28.99","29.76","13.0","32","14.1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"199",10,2012-01-11,"75","59","67","M","55","60","0"," 2","444","1065","M","0.04","29.77","29.78","10.4","20","13.0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",621
"200",11,2012-01-11,"73","55","64","11","55","59","1"," 0","445","1065","0.0","  T","29.75","29.78"," 9.3","21","11.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",620
"201",12,2012-01-11,"76","59","68","M","56","60","0"," 3","-","-","0.0","  T","29.75","29.79"," 8.7","22","10.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"202",13,2012-01-11,"41","3","M","M","12","16","M","M","-","-","M","0.01","24.24","30.15"," 5.3","04","8.8",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"2012","Q1","Wednesday",NA
"203",14,2012-01-11,"56","29","43"," 7","28","35","22"," 0","460","1057","  T","  T","28.45","29.82","14.2","35","15.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",597
"204",15,2012-01-11,"34","21","28"," 8","18","25","37"," 0","437","991","0.0","0.00","29.67","30.09"," 1.1","36","3.2",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",554
"205",16,2012-01-11,"38","23","31","M","22","29","34"," 0","-","-","M","0.00","29.93","30.07"," 3.2","08","5.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"206",17,2012-01-11,"62","24","43","M","27","35","22"," 0","-","-","M","0.02","29.15","29.82"," 5.7","33","5.9",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"207",18,2012-01-11,"65","36","51"," 6","39","45","14"," 0","451","1060","0.0","0.00","29.26","29.76"," 3.6","34","8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",609
"208",19,2012-01-11,"55","28","42","22","29","35","23"," 0","441","998","0.0","0.00","28.85","29.64"," 0.7","21","2.5",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",557
"209",20,2012-01-11,"64","37","51","M","39","45","14"," 0","-","-","0.0","0.00","29.05","29.76"," 4.4","31","9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Wednesday",NA
"210",1,2012-01-12,"40","31","36","M","31","34","29"," 0","-","-","M","0.69","29.62","29.74","10.7","05","12.3",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
"211",2,2012-01-12,"33","30","32"," 8","31","31","33"," 0","435","997","3.6","1.06","28.62","29.69","10.5","05","10.7",0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"2012","Q1","Thursday",562
"212",3,2012-01-12,"35","21","28","-8","9","23","37"," 0","455","1049","0.0","0.00","29.39","30.11","14.5","30","15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",594
"213",4,2012-01-12,"50","33","42","-9","16","33","23"," 0","449","1070","0.0","0.00","29.54","30.24"," 8.2","34","8.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",621
"214",6,2012-01-12,"51","28","40","-9","18","33","25"," 0","448","1070","0.0","0.00","29.70","30.22","13.3","34","13.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",622
"215",7,2012-01-12,"36","18","27","M","3","21","38"," 0","-","-","0.0","0.00","28.77","30.17","12.4","31","12.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
"216",8,2012-01-12,"54","32","M","M","20","34","M","M","-","-","M","0.00","29.83","M","12.1","34","13.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
"217",9,2012-01-12,"16","11","14","M","5","12","51"," 0","-","-","M","  T","29.08","29.86","18.0","33","18.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
"218",10,2012-01-12,"75","52","64","M","52","58","1"," 0","444","1066","M","0.00","29.80","29.84","10.7","24","11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",622
"219",11,2012-01-12,"74","47","61"," 8","52","56","4"," 0","445","1066","0.0","0.00","29.79","29.84","10.8","24","11.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",621
"220",12,2012-01-12,"74","49","62","M","53","58","3"," 0","-","-","0.0","0.00","29.79","29.84","10.0","24","10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
"221",13,2012-01-12,"40","-1","20","M","3","18","45"," 0","-","-","M","0.00","24.24","30.23"," 3.2","25","6.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2012","Q1","Thursday",NA
